"","logFC","logCPM","PValue","FDR"
"YPR078C",1.04731782186178,3.72434223878952,0.000737152235355966,0.00125770754803958
"YGL136C",0.663893106395417,4.7639081942313,0.000738962244697248,0.00126043228650148
"YOR157C",0.213538829223252,7.9542392703173,0.000739350205578102,0.00126073059550595
"YPL032C",0.252627139018649,7.15374646306214,0.000746970398470889,0.00127335748998912
"YKL197C",0.466434319534148,5.68404862516033,0.000747388899233274,0.00127370395068067
"YGR210C",-0.27830561355127,7.13420551193347,0.000749408221812895,0.00127677755498615
"YCL035C",0.265010095114482,7.14495043957646,0.00075388921845319,0.00128404217201713
"YOL115W",0.427788730687798,5.71172866333804,0.000759898672157404,0.00129390516349795
"YHR098C",0.21271200046355,7.72618188951969,0.000765853087000072,0.00130366879050041
"YLR214W",-0.267830789331607,7.050077238763,0.000770781786718275,0.0013116812861697
"YJL047C",0.675857700465186,5.15250590422739,0.000772012126672118,0.00131339728393299
"YCR009C",0.235750324127662,7.45347301863273,0.000773689728754154,0.00131587298793858
"YDL181W",0.546081077944711,5.24735660818916,0.000778941499951719,0.00132442438368228
"YKL213C",0.244694123653132,7.28755969632929,0.000788270805082787,0.00133990185397152
"YBL029C-A",0.628308253316272,4.87738175944934,0.000790925582318127,0.00134402833732807
"YOR266W",0.680314363657341,4.6737440108655,0.000793306080635686,0.00134768649989129
"YPL140C",0.517431291908748,5.38144270538615,0.000802925829754083,0.00136363723727179
"YJL026W",-0.170423592216622,8.2224065233638,0.000806054917457845,0.00136855866473402
"YPL245W",-0.433178655994612,5.76461072391575,0.000807258611453829,0.00137020918071495
"YMR046C",1.11217882140689,4.1088066524338,0.00080897072696325,0.00137272147732766
"YHR152W",0.443712983172004,5.75853462529085,0.000809725103420401,0.00137360763673696
"YAL027W",0.551874670455726,5.0418345577921,0.000819304197022419,0.0013894591383725
"YNL255C",-0.151865055224819,8.5080551660656,0.000820622530448173,0.00139129613543319
"YHR014W",1.79489559004108,2.53229396798231,0.000821681484232137,0.00139269244978561
"YDR372C",0.234977371475469,7.32370914931477,0.000832732592876745,0.00141101911570782
"YLR318W",0.9258434549272,3.8288335461727,0.000834747729910749,0.00141402871969136
"YPR083W",0.58701439989524,4.94847171955509,0.000839893369410388,0.00142233802713259
"YMR273C",0.346085831447943,6.74303134377769,0.000851926261194529,0.00144230262875194
"YCL014W",0.618149695409424,5.31723838716499,0.000853292121094574,0.00144420179648644
"YKR004C",0.787072693050063,4.26006090010186,0.000854890060308717,0.00144649256129445
"YMR231W",0.427515675975341,5.74075810181749,0.000860802621724668,0.0014560803638493
"YCR003W",0.50290177471514,5.21875648966072,0.000864890308657737,0.00146257672372902
"YKL176C",0.338159614413455,6.5374712809209,0.000865506530723743,0.00146320061208354
"YKL018W",0.549688032781376,5.00194538984852,0.00086761460487495,0.00146634550615398
"YGR247W",0.421081113797247,5.92084111592884,0.000872188319268252,0.00147365456456603
"YMR319C",-0.179168967890522,8.00052894385268,0.000873739128129337,0.00147585338884992
"YDR339C",0.491192766002609,5.5222505810468,0.000877954550463525,0.00148255053512919
"YMR271C",0.671200726367499,4.7549057825038,0.000878236590487143,0.00148260368214334
"YHR173C",1.28804673625936,3.089409985381,0.000881579238253497,0.0014878221200074
"YDR079C-A",0.999830648139105,3.91793861965371,0.000885069616919835,0.00149328683299534
"YBR208C",0.314110850717536,6.85210147003386,0.000896214458495445,0.00151165933606544
"YIL087C",0.419539258847782,5.91264326648818,0.000896539803069472,0.00151177714869252
"YJL128C",0.304194376022076,6.96863815676123,0.000899101361794324,0.00151566460334388
"YOR083W",-0.59984720906909,4.90581681521715,0.000906700159627415,0.00152803897593717
"YNR039C",0.506359044286922,5.6684491727345,0.000906958952790884,0.00152803989853749
"YFL022C",-0.181177855770364,7.99447338797499,0.000907861813219391,0.00152912563302566
"YBL042C",0.4019099053373,6.12719152196702,0.000908502834745381,0.0015297698557736
"YNL275W",0.471953205894684,5.39006108623847,0.000915263170870707,0.00154071470328363
"YJR030C",0.572972281480572,5.38937003854762,0.000919811830907826,0.0015479313434248
"YEL041W",0.654405925697639,4.58694570968028,0.000931323735569253,0.00156685884087668
"YBR172C",0.38675918003087,6.31144369113323,0.000939137222185258,0.00157955512895684
"YGL091C",0.484056316987121,5.42693994775461,0.00094699047301383,0.00159231106246742
"YGL061C",0.78598112795215,4.25999190194303,0.000949983031895469,0.0015968890908311
"YGL184C",-0.59283524832644,4.68204966686158,0.000951320634528891,0.00159868338384193
"YFL060C",1.19409266500615,3.83685654806598,0.000951600401128083,0.00159869948139548
"YOL065C",0.495493438734593,5.53087888871226,0.000955051783366964,0.00160397881062379
"YJR082C",0.573748111611596,4.8974750851763,0.00095528499723479,0.00160397881062379
"YDL069C",0.837873307889224,4.19032449704773,0.000956637317176312,0.00160579376049141
"YDR468C",0.384991121574029,6.09962476908597,0.000963585122244623,0.00161632665501548
"YOR334W",0.676752923160902,4.54686852373151,0.000963636357193137,0.00161632665501548
"YMR246W",0.134081307713151,9.18476749641115,0.000963731694928955,0.00161632665501548
"YGR090W",0.349509396188191,6.34291127622482,0.000965119237956918,0.00161819510654324
"YFL045C",0.190686195507514,8.28235416451736,0.000972221021842207,0.00162964073264599
"YDR308C",0.626873773025006,4.9602571148919,0.000978060107886352,0.00163896393609843
"YKR102W",0.701634275380437,4.42449876755094,0.000983569055993758,0.00164772879510619
"YOL093W",0.42768020694568,5.6279437327814,0.000991352779058403,0.00166029844146294
"YGR199W",0.386674269259327,6.03194248669812,0.000993007130033379,0.00166259852529924
"YDL198C",-0.278511571251415,6.87514400849397,0.00100136411316938,0.00167611639536724
"YPR183W",-0.174460006697545,8.40270897901546,0.00100187558511888,0.0016764982571121
"YDL045C",0.380301379909127,6.1507690497955,0.00100539708251872,0.00168191533425595
"YLR019W",0.241945668951733,7.47500342566699,0.00100969089558576,0.00168862098054859
"YMR260C",0.174838445593608,8.1601880755188,0.0010143757105557,0.00169597656947106
"YGR014W",0.308420902380412,7.18248520100229,0.00101856126411156,0.0017024935027537
"YBL089W",0.450827472299016,5.49416323082448,0.00103046692174732,0.00172190702512818
"YPR119W",0.584554389786586,4.98317007674705,0.00103892660790281,0.00173555300365921
"YNL232W",0.356689246682671,6.15594763854045,0.00103954680613016,0.00173609891387868
"YER149C",0.647186638113404,4.58195607376593,0.00104090792078327,0.00173788153704137
"YLR007W",0.456538847628,5.76767793771055,0.00104123061269633,0.0017379299112339
"YBL059C-A",0.703574657286817,4.46804832162631,0.00104155732574336,0.00173798496797052
"YJL213W",-0.458788614735566,5.37450174277742,0.00104865460929826,0.00174933445819504
"YOR291W",0.337427954399674,6.74440946267924,0.00106722258505153,0.00177980722540866
"YGL137W",0.169749644628614,8.33337918023781,0.00106980331130472,0.00178360839475628
"YML077W",0.565232194445319,4.98697090858501,0.00107265663319131,0.00178786177425155
"YOR034C-A",1.67577001451381,2.59270495716875,0.00107386530061489,0.00178937228491645
"YEL057C",1.33123072528318,3.04655019675379,0.00107495626330895,0.00179041251780346
"YKR086W",0.502277803935093,5.40111623098541,0.00107509475676115,0.00179041251780346
"YHR124W",0.751765542343504,4.67281722919641,0.0010768672650545,0.00179285976570836
"YDR255C",0.436664612857878,5.61783667112778,0.0010802763498096,0.00179802958138492
"YBR147W",0.559103866689613,5.00893829759076,0.00108616660471762,0.00180732502815359
"YHR010W",-0.115465455376701,10.1833923369103,0.00109502052502529,0.00182154524784218
"YGL180W",0.47996590039171,5.70962086455661,0.00109594178278048,0.00182256535376956
"YHR199C-A",1.07561438017818,3.42503826969773,0.00110166477433665,0.00183156798812868
"YCL032W",0.381004832359974,6.4283149162951,0.00110206220975317,0.00183171407165998
"YGR287C",0.494520146760578,5.54152549377817,0.00110607927158641,0.00183787448749699
"YNR058W",0.757269326716225,4.52592592197478,0.00110761695449664,0.00183991283541736
"YML031W",0.233365919242328,7.26867608615529,0.00110922639415172,0.00184201526974079
"YOR223W",0.347605484626198,6.26605699634559,0.00110976319636933,0.00184201526974079
"YCL038C",0.348670202294214,6.31012416321475,0.00110981653483622,0.00184201526974079
"YLR136C",-0.582474675152451,4.82799395463057,0.00111269242292181,0.00184627062995747
"YBR034C",-0.282959047739883,6.67140437757879,0.00112450780850613,0.00186535259403722
"YGL045W",0.570324504818526,5.30279274537317,0.00112664195832421,0.00186836896507969
"YNL252C",0.4246127124899,5.76063083270677,0.00112873767518925,0.00187131992829779
"YLR143W",0.474459952316354,5.40152083378122,0.0011294682503075,0.00187200662102787
"YPL192C",1.4122863832632,3.10323924390704,0.00114897093810975,0.00190379754712837
"YOR206W",0.469725018168004,5.48080995511435,0.00115064680790457,0.00190604063896174
"YBR085W",-0.761984315498885,4.23215105688327,0.00115199345839758,0.00190773727773256
"YDR131C",0.782985298474146,4.36823470755883,0.00115243469061874,0.0019079339855599
"YDR179W-A",1.11285368559648,3.55220746505907,0.00116113026250041,0.00192179238131886
"YDR062W",-0.191330929139841,7.72719627504661,0.00116151333131359,0.00192188880911144
"YNR032C-A",0.808597292898476,4.60643621662764,0.00116692055568663,0.00193029603802007
"YER066W",0.519065802763612,5.08128706255919,0.00118451974347419,0.00195886062664528
"YBL108C-A",2.12102655802665,2.21065471298527,0.00118865391542314,0.00196514814684512
"YCR067C",0.255799557198451,7.10013180897948,0.00119263129043386,0.00197117300153552
"YDR522C",1.26334561498107,3.14430746942446,0.00120048103170347,0.00198359292504591
"YPR158C-C",0.833630463502055,5.74988949332052,0.00120359505996393,0.00198818312948258
"YPL173W",0.390651650586122,6.07455419718759,0.00120934926067485,0.0019971307773969
"YOR150W",0.454191436007067,5.66146134031591,0.00121248031883277,0.00200174275851939
"YDR246W",0.360778112992222,6.39281352280858,0.00121553247249325,0.00200614807140771
"YBL098W",0.629160308548927,4.69181317431119,0.00121582676763022,0.00200614807140771
"YPL118W",0.344742205413075,6.69431829095148,0.00122573496508772,0.002021933032736
"YHL019C",0.336550123368003,6.68458672991203,0.0012285180309453,0.00202595908280473
"YHR133C",0.294688447816777,6.82113263827328,0.00122960710951553,0.00202719009947155
"YJL054W",0.329868965933386,6.68823023614838,0.00123146973229429,0.00202969537771178
"YBR053C",0.289552803155562,6.67911810842824,0.00123202387955057,0.00203001858477008
"YPL109C",0.639423257896463,4.86973070009049,0.00123235199535138,0.00203001858477008
"YAL034W-A",0.718813018848759,4.37370885567953,0.00123906508393721,0.00204050879533996
"YKL215C",0.386234256138934,6.10358407594307,0.00124459579141685,0.00204904654919686
"YDR034C",0.415073848577905,5.75414740194572,0.00124636079015739,0.00205138158424514
"YHR012W",0.311178267003082,6.52342174992131,0.00126176448123429,0.00207615696203095
"YER014C-A",0.749534946909268,4.45204867453807,0.00127970993163189,0.00210509971238974
"YDR214W",-0.270970001899661,7.05946544107248,0.00128057746610225,0.00210552116332934
"YJR010C-A",0.658093323656722,4.57197212920733,0.00128067782099413,0.00210552116332934
"YDR118W",0.950040825767612,4.54125377748523,0.00128131538617405,0.00210598420555328
"YDR418W",0.109449876587696,9.80589505605069,0.00129359570590916,0.00212557783722979
"YGR231C",0.231872397341729,7.8582529799292,0.00130457495524139,0.00214302332319914
"YDR097C",0.439592439774655,5.69837135520204,0.00130822089323617,0.002148416049203
"YNL139C",0.355105722671141,6.03425365777977,0.00131356122520653,0.00215658761641149
"YPL281C",1.86439170625811,2.42540286065194,0.00131669479247418,0.00216113261777246
"YOR393W",1.86438662223226,2.42540286065194,0.0013189824331311,0.00216428703739233
"YOR305W",0.508186885249252,5.10934573730564,0.00132349863292597,0.00217109548406515
"YPR042C",0.379616398098773,5.92459703472466,0.00133386909896859,0.00218750095859123
"YBR103W",0.415291798116302,6.14862478277256,0.00133486852653385,0.00218853340856214
"YIL114C",0.399986591969821,6.0281256151805,0.00135218099475108,0.00221630330912525
"YKR070W",0.310085392002203,6.44528944173843,0.00135467201805243,0.00221977134611361
"YGR031C-A",0.997177895771835,4.24104147435447,0.00136768806792344,0.00224047904150138
"YOR026W",0.646948526768532,5.05628997373601,0.00136888360444598,0.00224181685234067
"YJL129C",0.267570418906312,7.23060689158218,0.00138009888592393,0.00225955869065078
"YLR133W",0.341727382440425,6.56722349489739,0.00138133003593403,0.0022609487752757
"YPR161C",0.360050120997663,6.07686254209765,0.00138533427713465,0.0022668758069153
"YKL005C",0.371125049854315,5.95013952837892,0.00138603970797549,0.0022674030832433
"YBL107C",0.490437736884382,5.50445854412979,0.00138814804783396,0.0022702244331215
"YPL099C",0.615013503819792,4.82387792033265,0.00139311955148285,0.00227772544518487
"YGL140C",0.279080651780347,6.73793470929558,0.00139724391211566,0.00228362729304881
"YDR125C",0.881865374911399,3.90232570616688,0.00139750117088554,0.00228362729304881
"YLR067C",0.614852849961301,4.77710359831615,0.00140243322094972,0.00229105393935934
"YIL044C",0.378814771451408,6.04484159158958,0.0014050078648646,0.00229462642462153
"YMR214W",0.283909820203648,6.81116870997111,0.00140736272680686,0.0022978380945133
"YBR270C",0.596020117059314,4.70118588005143,0.00141346532343988,0.00230716532932242
"YGR212W",0.86636024489658,4.10252348200939,0.00141475939309217,0.00230864074156822
"YDR202C",0.404633734939089,5.69633485930007,0.00142600350062155,0.00232634759117113
"YNL097C-B",1.79119497887462,2.53223893367622,0.0014365412398765,0.00234289264507973
"YER075C",0.619080808983939,4.61629217241806,0.00144831797665729,0.00236144873736049
"YDR129C",0.126155292665155,9.01378385989512,0.00145077594505336,0.00236480475671646
"YPR056W",0.545080480851846,5.36990950329735,0.00145239849552727,0.00236679754834339
"YMR180C",0.546784980201148,5.24996764364255,0.00145689815286957,0.00237347642360387
"YNL197C",0.262835312905177,6.92093129412007,0.00147158180386164,0.00239673810444517
"YFL001W",0.656816644133133,4.87746402435719,0.00147469318512733,0.00240114462751745
"YOR192C-C",0.68081016643879,4.6211850606789,0.00148758195906845,0.00242146422333095
"YDR180W",0.637262548967666,4.72846345377103,0.00149050524495155,0.00242555542749679
"YFL029C",0.344671248568754,6.39083289361029,0.00149240667322943,0.00242798193167405
"YHR107C",0.302370508897285,6.98941046024386,0.00149814453970148,0.00243664685030612
"YBR012W-A",1.38371056391524,3.13021648309627,0.00152203121681882,0.0024748169029725
"YGR143W",0.235214019087079,7.19940748074111,0.00152258083805687,0.00247503044472047
"YJR160C",1.03045868116986,3.77890455434208,0.00152466617913641,0.00247773957208188
"YMR130W",0.485160043672385,5.22833203269054,0.00152670110108522,0.00248036529794653
"YIR016W",0.261619323735454,7.29494733322997,0.00152999128179537,0.00248502838714883
"YPL145C",0.22981009973537,7.26456758489811,0.0015362695918621,0.00249426406257336
"YJL113W",1.26510956407279,3.46809648212784,0.00153676904491931,0.00249426406257336
"YLR221C",0.347573584833575,6.09636899216443,0.00153694216193045,0.00249426406257336
"YDL122W",0.291485914975939,7.16132296600247,0.00154461349409244,0.00250602633521934
"YBR078W",0.0813394132557332,10.1432138585515,0.00154737911870295,0.00250982517690937
"YER101C",0.605786987142344,4.57228694379034,0.001551121943751,0.00251520650621394
"YBR278W",0.592206278107119,5.17247029695131,0.00155805063706246,0.00252574948479414
"YOR250C",0.423542512231757,5.81471481515347,0.00156114135452635,0.00253006666522388
"YAL034C",0.410464811974028,6.08539656006228,0.00156659982455471,0.00253821773326676
"YER172C",0.3478855109521,6.40460176700954,0.00157036415941516,0.00254362023850521
"YCL029C",0.435652310237343,5.71654997093643,0.00157255531275785,0.00254647230037991
"YLR371W",0.269694039125259,6.86806205873525,0.0015755527454473,0.00255062806971592
"YGR133W",0.620608745334325,4.76415569973241,0.001584414555968,0.00256427268262108
"YDR477W",0.245082615474522,7.26745958627834,0.00158684837967108,0.00256750939636691
"YNR047W",0.448874268691532,5.8355594753224,0.00159249727747332,0.00257594488540449
"YPL186C",0.569701497435482,5.00195412170013,0.00159660785343793,0.00258188813030671
"YGL222C",0.727744071968964,4.24150686269919,0.00159977825360762,0.00258630817666566
"YOL033W",0.574889150514067,4.84074246515304,0.00160850499859341,0.00259970611217623
"YNR010W",0.856657242344934,3.94926318376816,0.00161354088687265,0.00260713310421231
"YNL131W",0.322680945632202,6.80775163298985,0.00161422156049729,0.00260752087727613
"YGL055W",0.0963878520785274,9.93603379377462,0.00163572482923266,0.0026415348838891
"YCR108C",3.07251514373417,1.76093578416658,0.00163784841313863,0.00264424258132094
"YNL002C",0.391230035320034,6.20750733280129,0.00164063069240744,0.00264801194952942
"YDR213W",-0.445749008464973,5.82469389655098,0.00164523434764961,0.00265471819881177
"YCR075W-A",0.453108634221694,5.32972107916637,0.00164837913092329,0.00265906742575602
"YIR015W",0.753272392144234,4.37355019761867,0.00164998410551416,0.00266093103088779
"YIR019C",0.554324789941681,5.08140344219819,0.00166098722113795,0.0026779458821453
"YNL222W",0.72325835231826,4.35634328323413,0.00167157324077297,0.00269427917887596
"YJR083C",0.500447235803781,5.11618417262535,0.00167310951630718,0.00269602097167472
"YGL013C",0.386443212383321,5.79157149434656,0.0016745858503585,0.0026976652536268
"YLR426W",0.446681162404984,5.71181519209517,0.00167533086220463,0.00269813084149831
"YJL209W",0.621289845688493,5.08061048931184,0.0016813598767915,0.00270710377985722
"YGR059W",1.79403246583673,2.38053194862991,0.00168468363257958,0.00271171737050418
"YHR016C",0.234436127456888,7.27102033575319,0.0016890860249164,0.00271806418532237
"YDR108W",0.457288552051064,5.30223929856324,0.00169498874795428,0.00272638302811212
"YDL208W",-0.19862533675829,7.52488352240323,0.00169517714389463,0.00272638302811212
"YDL166C",0.448609092235156,6.11254120656883,0.00169815029358751,0.0027304226323797
"YKL091C",0.37868729926382,6.50508755374856,0.00169872256004092,0.00273060075733825
"YLR206W",0.16315550333434,8.3221637175857,0.00170751581539217,0.00274398997275272
"YPR189W",0.359664423347935,6.05410602261327,0.00172615033840301,0.00277318260991871
"YPL211W",-0.301063423197652,6.42113676325206,0.00172728858203274,0.00277425801842772
"YKL119C",0.578509123423116,4.9712709462317,0.00172951484566579,0.00277683334787926
"YER071C",1.06309082344449,4.00162102601339,0.0017298306101543,0.00277683334787926
"YMR222C",0.457627542104039,5.78705156867076,0.00173494684064987,0.00278429087500008
"YIL106W",0.3243326044662,6.61533589673454,0.00174193625545993,0.0027947496810077
"YDR443C",0.36702293056084,6.1290613858108,0.00174576769473773,0.00280013755753947
"YPL189C-A",0.6762940646449,4.74141514241399,0.00175177340221608,0.00280900900295733
"YGR267C",0.201697970861805,7.71638422997583,0.00176216225395711,0.00282490220987922
"YML088W",0.265036902775864,6.9917117947948,0.00176543658679185,0.00282938469232052
"YGR085C",0.118766654212046,9.08450249255909,0.0017838434726145,0.00285811043256432
"YNL177C",0.367956949309902,6.50746596342531,0.00178824765972665,0.00286439128386644
"YOR129C",0.718073982935613,4.696771347674,0.00179019382792062,0.0028667325791086
"YNR020C",0.421731649189115,5.55128290152644,0.00179110225158221,0.0028674112615292
"YGL263W",0.981545846091922,3.55248442367195,0.00179354178109289,0.00287054009162203
"YER122C",0.206610551064057,7.63098757570557,0.00182639406022422,0.00292232927375519
"YNL178W",-0.0625849309717077,10.9012464280874,0.00182776955106441,0.00292373950625794
"YBR012W-B",-0.921519559923713,4.54594597930565,0.00185674217522675,0.00296810508998163
"YLR336C",0.670697914922521,4.36247525087776,0.00185684238237114,0.00296810508998163
"YIL089W",1.09639097461899,3.39136470830264,0.00185700947154166,0.00296810508998163
"YLR329W",1.16539169154417,3.21004637648592,0.00187974716487025,0.00300363596395821
"YPL155C",0.455680450843789,5.94002712462867,0.00188249267670401,0.00300672836000735
"YAL037W",1.31562042840552,3.11702007407915,0.00188269876184337,0.00300672836000735
"YMR137C",0.688465824774461,4.62626167282154,0.00188879935983508,0.00301565726177663
"YPL110C",-0.263821998211679,6.67976131734471,0.00189424074360393,0.0030235291286497
"YPR180W",0.401625560953546,5.716575242946,0.00189568786927618,0.00302502295644745
"YNL211C",1.73304471082974,2.63173539179442,0.00189769938143546,0.00302741634940782
"YMR204C",0.642779351463903,4.7011193145634,0.00190370879603834,0.00303618462160616
"YLR094C",0.399113668340867,6.11886309970602,0.00193936235766527,0.00309221424691603
"YGL119W",0.512982122035871,5.37022242432097,0.00194143900642543,0.00309419290263559
"YJL127C-B",0.667470907438149,4.63054669934744,0.00194164918835321,0.00309419290263559
"YOR052C",0.281715215181758,6.69863917702561,0.00194563887301172,0.00309971599666406
"YER117W",0.0847417768883254,10.026826776936,0.00195665627573816,0.00311642938991729
"YAL033W",0.55224184560613,5.0167403146249,0.00197951284938789,0.00315198534171908
"YPL278C",1.08443110229795,3.27325722654979,0.0019818183706354,0.00315480745199076
"YIR014W",0.959759633193132,3.5825571551661,0.00199600342209191,0.00317653368706773
"YDR167W",0.356520059597598,6.31549963977391,0.00199734439162944,0.00317781305869089
"YLR265C",0.844211547545258,4.33872479924468,0.00200621785744311,0.00319107286626099
"YGR294W",3.07566778166578,1.76096567978387,0.0020068857523452,0.00319116580789208
"YER084W",1.49377430598979,2.91041020889869,0.00200735493273185,0.00319116580789208
"YDR305C",0.634649260965564,5.15268248909319,0.00201507038267905,0.00320257089828417
"YMR012W",-0.169335528473201,8.01680977807817,0.0020251057012469,0.00321765586312511
"YEL037C",0.193536941116028,8.19650400185713,0.00203091432719279,0.003226018811812
"YPR070W",0.371705734292646,5.87518343445412,0.00203846333656244,0.00323633276761321
"YOR350C",0.747913872006613,4.61147674309835,0.00203850130554241,0.00323633276761321
"YFR032C",1.54931908600125,2.63194061531096,0.00207572909498025,0.00329410692520815
"YOL164W-A",1.32187047648017,2.87865841132882,0.00207600553052243,0.00329410692520815
"YIL039W",0.257001922770376,7.12167988867452,0.00207841402123067,0.00329704444064929
"YKL208W",0.552050152022891,4.97954031139594,0.00208014982424545,0.00329871467497538
"YOL072W",0.419101036428261,5.47306480512239,0.00208058191093597,0.00329871467497538
"YIL147C",0.333175334772846,6.68716334963932,0.0020960645130835,0.00332237174495449
"YGR196C",0.313635515599808,6.2818450837471,0.00209920346747264,0.00332645605705293
"YBR083W",0.405154571795301,6.17819472445838,0.00210429295924524,0.00333362823021528
"YDR109C",0.4983224766155,5.33801853424005,0.00210492263774205,0.00333373320329756
"YBR074W",0.329647181179058,6.32573893668071,0.00210843272024868,0.00333839882411331
"YPL002C",0.611530686314779,4.96814110348054,0.00210919991691681,0.00333872014670861
"YFL050C",0.558668465235362,5.57507528957466,0.00211784725994195,0.00335151169753317
"YDR273W",0.699903794299106,4.48396940461637,0.0021538008029451,0.00340749715268079
"YFL053W",-0.828827308171616,3.70893736139165,0.00217814038998261,0.00344508331663381
"YNL164C",0.709715313386133,4.27872748774588,0.00218472252384731,0.00345383435789816
"YOL022C",0.362952261044289,6.10641008736006,0.00218484062896955,0.00345383435789816
"YJL206C",0.621718367483495,4.81138745839106,0.0021907513543845,0.00346225314206546
"YNR022C",0.434998165020017,5.42159050233311,0.00221123301252221,0.00349368911484484
"YER115C",0.520044258168725,5.26554806657367,0.00222218508886045,0.00350976762547666
"YML009C",0.415805722826932,5.50512726171282,0.00222259579054606,0.00350976762547666
"YLR271W",0.525829092100502,4.86570287577121,0.00222502683866332,0.00351266910468807
"YCR073C",0.337723283054942,6.76410982908071,0.00222863274995434,0.0035172339512747
"YER144C",0.304849945368563,6.67364214822607,0.0022296288686404,0.0035172339512747
"YAL063C",0.37968268543547,5.85452560740887,0.00222970163110215,0.0035172339512747
"YGL101W",0.499336941334342,5.09193000742416,0.0022889159613153,0.00360967903600816
"YDR332W",0.498051941060983,5.06708090214643,0.00229396506470699,0.00361667766796463
"YBR250W",2.25126779987166,2.04717725226927,0.00230001975339851,0.00362525756016488
"YBR291C",0.515426268473348,5.06689174598111,0.00230845882063769,0.00363759010431776
"YFL025C",0.4593120070381,5.40980862898699,0.00231152998885432,0.00364145978276118
"YLR422W",0.326652098746681,6.29589371241608,0.00231914789094319,0.00365248817426426
"YHR160C",1.12779220269726,3.1841836970636,0.00232268460655668,0.00365708483688023
"YOR265W",0.481274049335331,5.22501176432157,0.00234722339058001,0.00369473817559509
"YPL008W",0.44093174432317,5.37896040480603,0.00235903034003814,0.00371233577712918
"YIL049W",0.548727366779616,4.82398113245363,0.00236200502024236,0.00371602863727041
"YDR397C",-0.486361228559992,5.53886754397579,0.00241534097198816,0.00379892943414512
"YOR338W",1.22266590570457,2.97296368326731,0.00241739100710453,0.00380114339331318
"YPL022W",0.259864642394719,6.77547654661839,0.00242334610097606,0.00380949492015817
"YGL060W",0.483606477482793,5.0812571723664,0.00242564001511972,0.00381208817250024
"YLR190W",0.396828893105532,6.0466567272922,0.00245204192185053,0.00385157901098068
"YGL139W",0.385695930214627,6.40676875892714,0.0024520699905973,0.00385157901098068
"YNL290W",0.252888618346991,7.00680472172239,0.00246651256487924,0.0038732364242013
"YMR168C",0.59063091227366,4.8530371179686,0.00247055581112297,0.00387855631053718
"YHR137W",-0.496226278781842,4.88950309163264,0.00249434801375491,0.00391486899849892
"YIL163C",1.75623772515369,2.35742041185854,0.00249500946312987,0.00391486899849892
"YNL312W",0.346497498649854,6.37467607870633,0.00253757953642765,0.00398060925690414
"YGR268C",-0.271729763364565,6.63852531743536,0.00253952677738536,0.00398260798881239
"YPL017C",-0.423198484190951,5.30050607123386,0.00255462401573724,0.00400522265530398
"YFL055W",0.643526331406517,4.79857054014084,0.00255741066815754,0.0040085295161558
"YER007W",0.997332971878812,3.52149888239319,0.002566507392558,0.00402172252165404
"YCR015C",0.805544920490064,4.06056374049798,0.00257465421459979,0.00403342043626872
"YDL139C",0.632119744005998,4.75916318583476,0.00257870351760103,0.00403869473627456
"YJL116C",0.524894103281872,4.93327012697338,0.00258271588833668,0.00404390841791165
"YKL167C",0.602563244609662,4.99047569310079,0.00264593472965986,0.00414179782947021
"YNL042W-B",1.87047069745072,2.2610907527227,0.00266634827551972,0.0041726481740942
"YBR170C",0.305357918711046,6.56364758640841,0.00267649015849169,0.00418741202215636
"YJL098W",0.452112681406552,5.23809323161278,0.00268229308341896,0.00419538148945017
"YLR228C",0.234793216455386,7.10922271733506,0.0026940313487157,0.00421262777229144
"YBR025C",-0.123508536892555,9.0262932041761,0.00269502776146644,0.00421307246092388
"YLR113W",0.130009758629721,8.65544055415264,0.002705936900004,0.00422900914879125
"YIL167W",0.637125639780964,4.55696552349385,0.00271850160938982,0.00424752416761541
"YBR238C",-0.483890831665206,4.91349401739667,0.00272810613887651,0.00426140549728942
"YPR157W",0.453814377388762,5.38763406354593,0.00273374937567842,0.00426909344309559
"YBR049C",0.367218286003381,6.08747435253741,0.00274405087239478,0.00428404987122953
"YOR233W",0.420486158462111,5.6542706560434,0.00274586700854335,0.00428575444198128
"YPL220W",0.107992295380234,10.4362157199448,0.00276114521267944,0.00430744723815761
"YKL021C",0.321827270298509,6.20997030946345,0.00276122145924148,0.00430744723815761
"YJR048W",-0.764409581556162,4.04204635315883,0.00277291791692205,0.004324553324836
"YOR171C",0.333381095390657,6.39764549513698,0.00277634950407502,0.00432876416748667
"YJL087C",0.54034530662436,4.86153037615043,0.00277741584273008,0.00432928596981925
"YDR364C",0.535188347442675,4.88578889999316,0.00278332261299539,0.00433735051385139
"YDL057W",0.575132748934485,4.88581525517007,0.00278799373912181,0.00434348576997992
"YOR091W",-0.371628895075164,5.66395217253372,0.00279646472537203,0.00435553613583213
"YGL018C",0.555009303081773,4.70607141125396,0.00280222616848647,0.00436336111550907
"YOL077W-A",0.484226541015256,5.228711240209,0.00282022348710649,0.00439022951149937
"YNL137C",0.33709446869529,6.12197040750565,0.00282691219348328,0.00439948433688601
"YCR031C",-0.0723085558003791,10.6199675993875,0.00284017904973478,0.00441896908684741
"YDL195W",0.140357283203482,8.61771582662968,0.00284598497219284,0.00442683834922845
"YBR161W",0.436239187032319,5.27855672073105,0.0028559313643742,0.00444064578187889
"YER035W",0.337566906757033,6.0399076172778,0.00285636265773721,0.00444064578187889
